GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0035556	intracellular signal transduction	1.05524080443343e-18	8.41163244108177e-17	3.74 (60/677; 495/20876)	AT2G43010 AT1G23710 AT2G40140 AT1G59870 AT1G32920 AT1G66160 AT3G55980 AT3G63010 AT2G30040 AT1G76600 AT3G11820 AT3G49530 AT3G57530 AT5G11260 AT5G42050 AT5G42650 AT5G59430 AT2G23320 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G05000 AT1G64610 AT1G27730 AT3G08720 AT1G66880 AT1G25560 AT4G26090 AT4G31550 AT3G46620 AT5G07580 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G41310 AT2G27050 AT1G54100 AT1G78600 AT1G02450 AT1G69270 AT1G19050 AT3G01480 AT3G05800 AT3G17510 AT3G28340 AT1G22070 AT4G01250 AT4G11330 AT4G18700 AT4G30960 AT4G33050 AT4G34000 AT3G46600 AT3G50260 AT5G44070 AT5G58430 AT5G24930 AT4G17490
GO:0009611	response to wounding	4.15111187253519e-18	3.03322472791387e-16	4.42 (48/677; 335/20876)	AT3G48360 AT1G23710 AT1G09070 AT1G32640 AT1G01720 AT1G32920 AT4G34150 AT3G55980 AT5G09810 AT1G18740 AT1G17420 AT3G11820 AT3G24550 AT3G57530 AT5G05140 AT5G42650 AT2G33150 AT2G30870 AT2G41100 AT2G05940 AT2G46500 AT1G09940 AT1G27730 AT1G62380 AT3G17860 AT3G19970 AT4G34050 AT4G39730 AT3G46620 AT3G61060 AT5G13710 AT5G47910 AT5G57560 AT4G17615 AT2G30490 AT2G23810 AT2G46510 AT1G78680 AT1G22640 AT1G72450 AT1G69270 AT1G76490 AT1G51680 AT4G18950 AT4G27280 AT4G38620 AT3G50260 AT5G48930
GO:0043067	regulation of programmed cell death	7.63483010783049e-18	5.14964654236664e-16	4.05 (52/677; 396/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G47910 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G12920 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0006972	hyperosmotic response	9.07319225623299e-18	5.68268357100908e-16	5.06 (41/677; 250/20876)	AT2G41430 AT1G73480 AT1G01720 AT3G26520 AT4G18710 AT3G63010 AT2G46680 AT1G07890 AT3G11820 AT4G25480 AT3G57530 AT5G49480 AT5G58070 AT2G05940 AT2G46500 AT1G27730 AT1G06040 AT1G62380 AT1G20440 AT3G19970 AT5G04590 AT4G17615 AT2G45960 AT2G46510 AT2G21660 AT1G65930 AT1G69270 AT3G05120 AT3G11410 AT3G05640 AT1G66200 AT4G18950 AT4G24190 AT4G24960 AT4G30660 AT4G30960 AT4G39090 AT3G50260 AT3G53420 AT5G14640 AT5G62350
GO:0009751	response to salicylic acid	1.06385464117719e-17	5.76513923431681e-16	3.72 (57/677; 473/20876)	AT2G46830 AT2G43010 AT3G48360 AT1G01060 AT2G40000 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT3G63010 AT5G35735 AT5G37260 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT5G59430 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G05520 AT2G46510 AT1G22640 AT1G78600 AT1G34420 AT1G02450 AT1G06180 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT3G09600 AT3G28910 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G23470 AT4G31800 AT4G33050 AT4G34000 AT4G37610 AT4G38620 AT5G17300 AT5G44070 AT5G24930
GO:0080135	regulation of cellular response to stress	1.10097041035804e-17	5.76513923431681e-16	4.08 (51/677; 385/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G14990 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0010363	regulation of plant-type hypersensitive response	1.12298471690952e-17	5.76513923431681e-16	4.16 (50/677; 371/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0009626	plant-type hypersensitive response	1.18347996286696e-17	5.76513923431681e-16	4.01 (52/677; 400/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT3G28910 AT1G51680 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0034050	host programmed cell death induced by symbiont	1.31930007282354e-17	6.08851501751807e-16	4 (52/677; 401/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT3G28910 AT1G51680 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0071407	cellular response to organic cyclic compound	2.65598820740516e-17	1.16444114566763e-15	4 (51/677; 393/20876)	AT2G43010 AT2G40140 AT1G59870 AT1G32640 AT4G18710 AT4G33430 AT3G63010 AT5G35735 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G00710 AT4G26090 AT4G39400 AT5G08130 AT5G10450 AT5G41410 AT5G47120 AT5G54380 AT5G14740 AT5G08330 AT4G17615 AT2G44080 AT2G46510 AT2G42580 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G23470 AT4G33050 AT4G34000 AT5G44070 AT5G65430 AT5G24930
GO:0006612	protein targeting to membrane	7.7363354809291e-17	3.23025937624759e-15	4.04 (49/677; 374/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0072657	protein localization to membrane	1.07389290610471e-16	4.09406311572183e-15	4.01 (49/677; 377/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0090150	establishment of protein localization to membrane	1.07389290610471e-16	4.09406311572183e-15	4.01 (49/677; 377/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0009753	response to jasmonic acid	2.19401097242198e-16	8.01583833345397e-15	3.58 (55/677; 474/20876)	AT2G46830 AT2G43010 AT3G48360 AT1G01060 AT1G59870 AT1G32640 AT1G01720 AT1G32920 AT3G63010 AT5G37260 AT2G30040 AT2G27500 AT1G17420 AT1G15750 AT3G11820 AT3G57530 AT5G05140 AT5G42050 AT5G42650 AT5G59430 AT2G18790 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G27730 AT3G08720 AT3G17860 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G22640 AT1G78600 AT1G02450 AT1G06180 AT1G72450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT3G09600 AT3G28910 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT4G38620 AT5G17300 AT5G44070 AT5G24930
GO:0002682	regulation of immune system process	6.46440455439901e-16	2.26730483950079e-14	3.71 (51/677; 424/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G31800 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0045088	regulation of innate immune response	1.73857981078102e-15	5.86330762097406e-14	3.68 (50/677; 419/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0050776	regulation of immune response	2.10771204178647e-15	6.84492838521687e-14	3.66 (50/677; 421/20876)	AT2G43010 AT1G09070 AT1G13260 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT5G35735 AT2G27500 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G18730 AT2G46510 AT1G61740 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT3G27210 AT1G51680 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT3G57330 AT5G44070 AT5G47180 AT5G48930 AT5G24930
GO:0009738	abscisic acid-activated signaling pathway	8.36845102601811e-15	2.6206465055162e-13	4.6 (37/677; 248/20876)	AT3G48360 AT3G29575 AT5G05440 AT1G32640 AT1G01720 AT3G63010 AT2G30040 AT2G46680 AT3G11820 AT3G57530 AT5G42050 AT5G66880 AT2G33150 AT2G05940 AT2G46500 AT1G15100 AT1G64610 AT1G27730 AT3G08720 AT5G45830 AT5G47120 AT4G17615 AT2G38310 AT2G46510 AT2G22430 AT1G35670 AT1G69270 AT3G11410 AT3G02140 AT3G28340 AT4G18950 AT4G34000 AT4G35790 AT3G50260 AT5G01810 AT5G53160 AT5G58430
GO:0071215	cellular response to abscisic acid stimulus	1.04262749346779e-14	3.04739895459182e-13	4.46 (38/677; 263/20876)	AT3G48360 AT3G07360 AT3G29575 AT5G05440 AT1G32640 AT1G01720 AT3G63010 AT2G30040 AT2G46680 AT3G11820 AT3G57530 AT5G42050 AT5G66880 AT2G33150 AT2G05940 AT2G46500 AT1G15100 AT1G64610 AT1G27730 AT3G08720 AT5G45830 AT5G47120 AT4G17615 AT2G38310 AT2G46510 AT2G22430 AT1G35670 AT1G69270 AT3G11410 AT3G02140 AT3G28340 AT4G18950 AT4G34000 AT4G35790 AT3G50260 AT5G01810 AT5G53160 AT5G58430
GO:0097306	cellular response to alcohol	1.04262749346779e-14	3.04739895459182e-13	4.46 (38/677; 263/20876)	AT3G48360 AT3G07360 AT3G29575 AT5G05440 AT1G32640 AT1G01720 AT3G63010 AT2G30040 AT2G46680 AT3G11820 AT3G57530 AT5G42050 AT5G66880 AT2G33150 AT2G05940 AT2G46500 AT1G15100 AT1G64610 AT1G27730 AT3G08720 AT5G45830 AT5G47120 AT4G17615 AT2G38310 AT2G46510 AT2G22430 AT1G35670 AT1G69270 AT3G11410 AT3G02140 AT3G28340 AT4G18950 AT4G34000 AT4G35790 AT3G50260 AT5G01810 AT5G53160 AT5G58430
GO:0048585	negative regulation of response to stimulus	1.73623427038078e-14	4.91097842861524e-13	3.78 (45/677; 367/20876)	AT2G43010 AT1G59870 AT1G01720 AT3G63010 AT5G35735 AT3G07650 AT3G11820 AT4G33300 AT3G57530 AT5G18650 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G05000 AT1G64610 AT1G66880 AT4G26090 AT4G37460 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G22430 AT2G46340 AT1G78600 AT1G53090 AT1G34420 AT1G02450 AT1G69270 AT1G80440 AT3G11410 AT3G01480 AT3G02140 AT3G05800 AT3G25070 AT1G22070 AT4G11330 AT4G23470 AT4G33050 AT3G59940 AT5G01810 AT5G44070 AT5G24930
GO:0009867	jasmonic acid mediated signaling pathway	1.58481094762445e-13	4.21099687199735e-12	4.1 (38/677; 286/20876)	AT2G43010 AT1G59870 AT1G32640 AT3G63010 AT2G27500 AT1G15750 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G18790 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G17860 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G02450 AT1G72450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT5G44070 AT5G24930
GO:0071395	cellular response to jasmonic acid stimulus	1.58481094762445e-13	4.21099687199735e-12	4.1 (38/677; 286/20876)	AT2G43010 AT1G59870 AT1G32640 AT3G63010 AT2G27500 AT1G15750 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G18790 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G17860 AT3G19970 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G02450 AT1G72450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G18950 AT4G33050 AT5G44070 AT5G24930
